,base,ASPt2r_FWD_CPLX_dummy_s,4FE4St_s,PYDX5Pt_s,TYRt2r_REV_CPLX_dummy_s,HISt2r_FWD_BSU39390-MONOMER_s,METt3_FWD_CPLX_dummy_s,CBL1t_s,ASNt2r_FWD_CPLX_dummy_s,PSER_Lt6_FWD_CPLX_dummy_s,PHEt2r_REV_CPLX_dummy_s,THMPPt_s,CITt13_FWD_BSU07610-MONOMER_s
translation_BSU36760_s,5.142793386391177e-09,5.124655929427821e-09,5.1235031394238644e-09,5.131286988446143e-09,5.132008014066642e-09,5.131647494924632e-09,5.132224331630341e-09,5.132224331630341e-09,5.131359088728759e-09,5.132224331630341e-09,5.131503290813614e-09,0.0,0.0
translation_BSU36800_s,9.896020427456403e-06,9.880402272229747e-06,9.86182057613414e-06,9.873202735810153e-06,9.87391806785468e-06,9.872674754718902e-06,9.874348358274197e-06,9.874348358274197e-06,9.87327672265024e-06,9.874348358274197e-06,9.874257442171321e-06,0.0,0.0
translation_BSU36810_s,9.896020427456403e-06,9.880402272229747e-06,9.86182057613414e-06,9.873202735810153e-06,9.87391806785468e-06,9.872674754718902e-06,9.874348358274197e-06,9.874348358274197e-06,9.87327672265024e-06,9.874348358274197e-06,9.874257442171321e-06,0.0,0.0
translation_BSU36820_s,9.896020427456403e-06,9.880402272229747e-06,9.86182057613414e-06,9.873202735810153e-06,9.87391806785468e-06,9.872674754718902e-06,9.874348358274197e-06,9.874348358274197e-06,9.87327672265024e-06,9.874348358274197e-06,9.874257442171321e-06,0.0,0.0
translation_BSU36830_s,9.896020427456403e-06,9.880402272229747e-06,9.86182057613414e-06,9.873202735810153e-06,9.87391806785468e-06,9.872674754718902e-06,9.874348358274197e-06,9.874348358274197e-06,9.87327672265024e-06,9.874348358274197e-06,9.874257442171321e-06,0.0,0.0
translation_BSU36840_s,9.896020427456403e-06,9.880402272229747e-06,9.86182057613414e-06,9.873202735810153e-06,9.87391806785468e-06,9.872674754718902e-06,9.874348358274197e-06,9.874348358274197e-06,9.87327672265024e-06,9.874348358274197e-06,9.874257442171321e-06,0.0,0.0
translation_BSU36850_s,9.896020427456403e-06,9.880402272229747e-06,9.86182057613414e-06,9.873202735810153e-06,9.87391806785468e-06,9.872674754718902e-06,9.874348358274197e-06,9.874348358274197e-06,9.87327672265024e-06,9.874348358274197e-06,9.874257442171321e-06,0.0,0.0
translation_BSU36860_s,9.896020427456403e-06,9.880402272229747e-06,9.86182057613414e-06,9.873202735810153e-06,9.87391806785468e-06,9.872674754718902e-06,9.874348358274197e-06,9.874348358274197e-06,9.87327672265024e-06,9.874348358274197e-06,9.874257442171321e-06,0.0,0.0
translation_BSU36870_s,9.896020427456403e-06,9.880402272229747e-06,9.86182057613414e-06,9.873202735810153e-06,9.87391806785468e-06,9.872674754718902e-06,9.874348358274197e-06,9.874348358274197e-06,9.87327672265024e-06,9.874348358274197e-06,9.874257442171321e-06,0.0,0.0
translation_BSU36880_s,9.896020427456403e-06,9.880402272229747e-06,9.86182057613414e-06,9.873202735810153e-06,9.87391806785468e-06,9.872674754718902e-06,9.874348358274197e-06,9.874348358274197e-06,9.87327672265024e-06,9.874348358274197e-06,9.874257442171321e-06,0.0,0.0
translation_BSU36890_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU36900_s,3.7316243140504544e-08,7.93591783328484e-09,7.933471303226253e-09,7.94587663288602e-09,7.946969174303219e-09,7.946464739588147e-09,7.947344125274086e-09,7.947344125274086e-09,7.946063129569547e-09,7.947344125274086e-09,7.946171494478338e-09,0.0,0.0
translation_BSU36920_s,5.777081492141507e-08,5.779220768489991e-08,4.843655922070259e-08,5.723251192350844e-08,5.726965303077546e-08,5.7246448114873966e-08,5.727508624816333e-08,5.727508624816333e-08,5.727636492192232e-08,5.727508624816333e-08,5.730151629977689e-08,0.0,0.0
translation_BSU37010_s,1.6172204274503638e-11,1.6045771977450605e-11,1.6043284367872657e-11,1.6157070938191302e-11,1.6158717689115174e-11,1.615687039680857e-11,1.6159597077441675e-11,1.6159597077441675e-11,1.616741363460045e-11,1.6159597077441675e-11,1.6154111032002453e-11,0.0,0.0
transcription_TU_BSU37010_s,4.4906184772798246e-13,4.4616061823896757e-13,4.461302902257807e-13,4.4903059101303974e-13,4.4905194256157774e-13,4.490128114822289e-13,4.4906905681894687e-13,4.4906905681894687e-13,4.493155880315664e-13,4.4906905681894687e-13,4.4894100797887885e-13,0.0,0.0
translation_BSU37060_s,2.4498891343793312e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU37060_s,6.80273216154918e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU37070_s,3.306367217524935e-06,3.2994216859536607e-06,3.2989325291556876e-06,3.301962826416458e-06,3.302241357095728e-06,3.302119690755356e-06,3.3023237522509317e-06,3.3023237522509317e-06,3.301985673531914e-06,3.3023237522509317e-06,3.302046275192327e-06,0.0,0.0
translation_BSU37080_s,3.6794759325805465e-12,3.656193625653724e-12,3.669031068660629e-12,3.673624580345054e-12,3.674429026561245e-12,3.673525608193069e-12,3.674365876628666e-12,3.674365876628666e-12,3.673806310488854e-12,3.674365876628666e-12,3.673044893397379e-12,0.0,0.0
transcription_TU_BSU37080_s,1.0216988562036791e-13,1.016622703298701e-13,1.0202810459352478e-13,1.0209584539071353e-13,1.021126505164115e-13,1.0209031952825151e-13,1.0210923024366561e-13,1.0210923024366561e-13,1.0210034084726214e-13,1.0210923024366561e-13,1.020780700050126e-13,0.0,0.0
translation_BSU37100_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU37100_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU37110_s,1.7885363533086766e-07,2.181260983628838e-07,6.816019920697358e-08,1.0136825986821963e-07,1.0627897861045268e-07,1.0629206976012314e-07,1.0628193522356076e-07,1.0628193522356076e-07,1.0625735709077425e-07,1.0628193522356076e-07,1.133404174082525e-07,0.0,0.0
translation_BSU37120_s,6.757740555709692e-11,6.733907549152779e-11,6.732392758420068e-11,6.742620902594899e-11,6.74356834568881e-11,6.743094615821784e-11,6.743852591596294e-11,6.743852591596294e-11,6.742715643909065e-11,6.743852591596294e-11,6.742905128534214e-11,0.0,0.0
translation_BSU37150_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU37160_s,4.763847951942748e-08,4.751969440297036e-08,4.743778145247604e-08,4.757138263521087e-08,4.7570715283512636e-08,4.759284117903521e-08,4.7578117206598594e-08,4.7578117206598594e-08,4.758518151294298e-08,4.7578117206598594e-08,4.757849750944221e-08,0.0,0.0
translation_BSU37170_s,2.1040288468433446e-09,2.0966084179456443e-09,2.0961367864332648e-09,2.0993213286950027e-09,2.0996163159890397e-09,2.0994688197515597e-09,2.099704816218371e-09,2.099704816218371e-09,2.09935082649184e-09,2.099704816218371e-09,2.099409822707226e-09,0.0,0.0
translation_BSU37190_s,3.714129048148922e-11,3.7010301638061426e-11,3.7001976180438644e-11,3.7058191193541356e-11,3.706339844571027e-11,3.7060794773897785e-11,3.706496069269667e-11,3.706496069269667e-11,3.705871190229616e-11,3.706496069269667e-11,3.705975333078049e-11,0.0,0.0
transcription_TU_BSU37190_s,1.031321163616157e-12,1.0290897242746257e-12,1.0289478135389707e-12,1.0299058261962975e-12,1.029994544752228e-12,1.029950185184425e-12,1.0300211607711545e-12,1.0300211607711545e-12,1.0299146979475491e-12,1.0300211607711545e-12,1.0299324415196131e-12,0.0,0.0
translation_BSU37240_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU37240_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU37320_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU37330_s,9.048202337606411e-09,9.016302840262978e-09,9.010368292945914e-09,9.025331603448516e-09,9.02661670410059e-09,9.025828823112898e-09,9.027115424225032e-09,9.027115424225032e-09,9.026105627821958e-09,9.027115424225032e-09,9.025969093920751e-09,0.0,0.0
translation_BSU37490_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU37500_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU37660_s,1.3267928528817362e-08,3.795279678233599e-09,1.4182503217816474e-08,1.3238403580503646e-08,1.3240215663186816e-08,1.3239457916693526e-08,1.3240766710519993e-08,1.3240766710519993e-08,1.3238269730143544e-08,1.3240766710519993e-08,1.3238756348560019e-08,0.0,0.0
translation_BSU37710_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU37760_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU37780_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU37790_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU38020_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU38040_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU38050_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU38060_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU38110_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU38140_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU38150_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU38160_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU38170_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU38190_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU38200_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU38240_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU38240_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU38260_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU38270_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU38280_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU38290_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU38300_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU38390_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU38390_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU38490_s,1.2342773934001026e-11,1.2299243791096827e-11,1.2296477079439722e-11,1.2315158422748715e-11,1.2316888894024887e-11,1.2316023643190487e-11,1.2317408059113988e-11,1.2317408059113988e-11,1.2315331464405658e-11,1.2317408059113988e-11,1.2315677551366662e-11,0.0,0.0
translation_BSU38500_s,1.1945653828746803e-10,1.1903524237697827e-10,1.1900846543050217e-10,1.191892682722446e-10,1.1920601621799512e-10,1.1919764209804604e-10,1.1921104083115547e-10,1.1921104083115547e-10,1.1919094301387307e-10,1.1921104083115547e-10,1.1919429253242775e-10,0.0,0.0
translation_BSU38510_s,1.1945653828746803e-10,1.1903524237697827e-10,1.1900846543050217e-10,1.191892682722446e-10,1.1920601621799512e-10,1.1919764209804604e-10,1.1921104083115547e-10,1.1921104083115547e-10,1.1919094301387307e-10,1.1921104083115547e-10,1.1919429253242775e-10,0.0,0.0
translation_BSU38520_s,1.1945653828746803e-10,1.1903524237697827e-10,1.1900846543050217e-10,1.191892682722446e-10,1.1920601621799512e-10,1.1919764209804604e-10,1.1921104083115547e-10,1.1921104083115547e-10,1.1919094301387307e-10,1.1921104083115547e-10,1.1919429253242775e-10,0.0,0.0
translation_BSU38530_s,1.1945653828746803e-10,1.1903524237697827e-10,1.1900846543050217e-10,1.191892682722446e-10,1.1920601621799512e-10,1.1919764209804604e-10,1.1921104083115547e-10,1.1921104083115547e-10,1.1919094301387307e-10,1.1921104083115547e-10,1.1919429253242775e-10,0.0,0.0
translation_BSU38550_s,1.6546744801659368e-08,1.9724409444781586e-08,2.9261703160544675e-08,1.975525125630139e-08,1.9757988176606853e-08,1.975713939086977e-08,1.9758829212203154e-08,1.9758829212203154e-08,1.9755216417867353e-08,1.9758829212203154e-08,1.97556380144555e-08,0.0,0.0
translation_BSU38560_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU38570_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU38580_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU38590_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU38630_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU38700_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU38710_s,7.654902068584921e-05,7.663673820252778e-05,7.674635313298856e-05,7.662314753528041e-05,7.66265951299619e-05,7.660578622236373e-05,7.661911619404723e-05,7.661911619404723e-05,7.661078622947482e-05,7.661911619404723e-05,7.662997144615152e-05,0.0,0.0
translation_BSU38750_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU38760_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU38770_s,1.8556482301924218e-07,9.134646991233904e-08,6.872002985481242e-13,1.8516165194719155e-07,1.8518729949737732e-07,1.851718680264806e-07,1.8519490422913716e-07,1.8519490422913716e-07,1.8516435725907485e-07,1.8519490422913716e-07,1.7762812290551054e-07,0.0,0.0
translation_BSU38830_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU38860_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU38980_s,9.338651112527768e-08,9.305715824266437e-08,9.303622505938414e-08,9.317756974284743e-08,9.31906626404366e-08,9.318411607666538e-08,9.319459068907694e-08,9.319459068907694e-08,9.317887899121475e-08,9.319459068907694e-08,9.31814975155438e-08,0.0,0.0
translation_BSU38990_s,9.338651112527768e-08,9.305715824266437e-08,9.303622505938414e-08,9.317756974284743e-08,9.31906626404366e-08,9.318411607666538e-08,9.319459068907694e-08,9.319459068907694e-08,9.317887899121475e-08,9.319459068907694e-08,9.31814975155438e-08,0.0,0.0
translation_BSU39020_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU39050_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU39060_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU39260_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU39270_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU39350_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU39360_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU39370_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU39380_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU39390_s,4.65177611726354e-09,4.636531713085855e-09,4.633804997901635e-09,4.640800958849376e-09,4.6413796110429805e-09,0.0,4.641603215282965e-09,4.641603215282965e-09,4.6409777437210584e-09,4.641603215282965e-09,4.6410094223847065e-09,0.0,0.0
translation_BSU39400_s,1.2454706417958399e-07,1.606691503106466e-07,1.325399123785559e-08,3.7289284424449674e-08,4.2461653983110595e-08,4.2505088430183355e-08,4.245795782024261e-08,4.245795782024261e-08,4.2429716752678664e-08,4.245795782024261e-08,4.992607580785647e-08,0.0,0.0
translation_BSU39410_s,2.4682893235957254e-09,2.4351595930619167e-09,2.434629150171037e-09,2.4383311814813705e-09,2.4386730544372346e-09,2.438502568723645e-09,2.438775985824152e-09,2.438775985824152e-09,2.4383645010472967e-09,2.438775985824152e-09,2.438432113729123e-09,0.0,0.0
translation_BSU39420_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU39450_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU39540_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU39610_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU39670_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU39700_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU39710_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU39720_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU39730_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU39740_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU39750_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU39760_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU39780_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU39860_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU39920_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU39980_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU40040_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU40060_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU40070_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU40110_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU40190_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU40320_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU40330_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU40340_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU_tRNA_1_s,1.1099928870691968e-06,1.1083929516080174e-06,1.1078929463537149e-06,1.1087392158818103e-06,1.1088224029899965e-06,1.108810020974017e-06,1.108836722114603e-06,1.108836722114603e-06,1.1087434866401012e-06,1.108836722114603e-06,1.1087691403829471e-06,0.0,0.0
transcription_TU_BSU_tRNA_2_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU_tRNA_3_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU_tRNA_4_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU40420_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU40500_s,3.306367217524935e-06,3.2994216859536607e-06,3.2989325291556876e-06,3.301962826416458e-06,3.302241357095728e-06,3.302119690755356e-06,3.3023237522509317e-06,3.3023237522509317e-06,3.301985673531914e-06,3.3023237522509317e-06,3.302046275192327e-06,0.0,0.0
translation_BSU40550_s,3.0521904241433326e-06,1.989710297183958e-06,3.283148586772637e-06,3.1996497604735604e-06,3.2103191887131185e-06,3.2021506408912046e-06,3.2114633316284867e-06,3.2114633316284867e-06,3.100992974529806e-06,3.2114633316284867e-06,3.1331189155353073e-06,0.0,0.0
translation_BSU40850_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU40850_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU40890_s,3.306367217524935e-06,3.2994216859536607e-06,3.2989325291556876e-06,3.301962826416458e-06,3.302241357095728e-06,3.302119690755356e-06,3.3023237522509317e-06,3.3023237522509317e-06,3.301985673531914e-06,3.3023237522509317e-06,3.302046275192327e-06,0.0,0.0
translation_BSU40910_s,3.306367217524935e-06,3.2994216859536607e-06,3.2989325291556876e-06,3.301962826416458e-06,3.302241357095728e-06,3.302119690755356e-06,3.3023237522509317e-06,3.3023237522509317e-06,3.301985673531914e-06,3.3023237522509317e-06,3.302046275192327e-06,0.0,0.0
translation_BSU41050_s,3.09179107570985e-13,3.146033916248611e-13,2.898761921181392e-13,2.9416152251097426e-13,2.9505923173448274e-13,2.950519505133626e-13,2.950642363917709e-13,2.950642363917709e-13,2.950181692188391e-13,2.950642363917709e-13,2.962915018703772e-13,0.0,0.0
transcription_TU_BSU41050_s,8.585134034177695e-15,8.747702753390703e-15,8.060852550752225e-15,8.175214604905662e-15,8.199717559911868e-15,8.199738103951698e-15,8.199722907845724e-15,8.199722907845724e-15,8.19897759644564e-15,8.199722907845724e-15,8.234275797767265e-15,0.0,0.0
translation_BSU41060_s,3.306367217524935e-06,3.2994216859536607e-06,3.2989325291556876e-06,3.301962826416458e-06,3.302241357095728e-06,3.302119690755356e-06,3.3023237522509317e-06,3.3023237522509317e-06,3.301985673531914e-06,3.3023237522509317e-06,3.302046275192327e-06,0.0,0.0
charging_tRNA_BSU_tRNA_5_AUC_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charging_tRNA_BSU_tRNA_5_AUA_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charging_tRNA_BSU_tRNA_5_AUU_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charging_tRNA_BSU_tRNA_6_GCA_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charging_tRNA_BSU_tRNA_6_GCG_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charging_tRNA_BSU_tRNA_6_GCC_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charging_tRNA_BSU_tRNA_6_GCU_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charging_tRNA_BSU_tRNA_7_AGC_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charging_tRNA_BSU_tRNA_7_AGU_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charging_tRNA_BSU_tRNA_7_UCU_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charging_tRNA_BSU_tRNA_7_UCG_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charging_tRNA_BSU_tRNA_7_UCC_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charging_tRNA_BSU_tRNA_7_UCA_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charging_tRNA_BSU_tRNA_8_AUC_s,0.012874325092585842,0.012846941737154347,0.012849791378623738,0.012861134953299073,0.012862203030435972,0.012863995398870096,0.01286252678996262,0.01286252678996262,0.012861649984159772,0.01286252678996262,0.012861299461863875,0.0,0.0
charging_tRNA_BSU_tRNA_8_AUA_s,0.0021667813227688767,0.0021664569007799335,0.0021655582181862665,0.002165861507487974,0.0021659536976672573,0.0021660860707003004,0.0021660297100196783,0.0021660297100196783,0.002165831389208726,0.0021660297100196783,0.0021659266974388735,0.0,0.0
charging_tRNA_BSU_tRNA_8_AUU_s,0.016784960970694124,0.01676652790155842,0.01676412013162055,0.01677082048424272,0.016771996011720712,0.01677037684614307,0.016772426711057744,0.016772426711057744,0.016771974549836102,0.016772426711057744,0.016771642071404788,0.0,0.0
charging_tRNA_BSU_tRNA_9_GCA_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charging_tRNA_BSU_tRNA_9_GCG_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charging_tRNA_BSU_tRNA_9_GCC_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charging_tRNA_BSU_tRNA_9_GCU_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
