,base,HISt2r_FWD_BSU39390-MONOMER_s,CBL1t_s,ASNt2r_FWD_CPLX_dummy_s,ASPt2r_FWD_CPLX_dummy_s,PSER_Lt6_FWD_CPLX_dummy_s,METt3_FWD_CPLX_dummy_s,TYRt2r_REV_CPLX_dummy_s,PYDX5Pt_s,4FE4St_s,PHEt2r_REV_CPLX_dummy_s,THMPPt_s,CITt13_FWD_BSU07610-MONOMER_s
translation_BSU33940_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU33960_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU34130_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU34190_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU34200_s,9.422563535809998e-12,9.407758096959794e-12,9.40851280590165e-12,7.087657166342278e-12,9.40851280590165e-12,7.706548874244731e-12,9.40851280590165e-12,9.408173510585715e-12,7.706376788311593e-12,7.081476976438303e-12,9.407768071437013e-12,0.0,0.0
transcription_TU_BSU_tRNA_81_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU34550_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU34550_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU34560_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU34560_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU34570_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.793432041999734e-36,0.0,0.0,0.0
transcription_TU_BSU34570_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU34590_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU34590_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU34600_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU34600_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU34610_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU34610_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU34660_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU34660_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU34790_s,1.9578333942148995e-08,8.53973895137873e-09,8.540512769635082e-09,8.53834057889354e-09,8.540512769635082e-09,8.530260638131525e-09,8.540512769635082e-09,8.539988507925195e-09,7.225623459029234e-09,8.527245422120417e-09,8.539199764102129e-09,0.0,0.0
transcription_TU_BSU34790_s,5.436415881388406e-10,2.3735351887447233e-10,2.373659914282267e-10,2.373301391299189e-10,2.373659914282267e-10,2.3718811194604656e-10,2.373659914282267e-10,2.373565830557868e-10,2.0091421700598386e-10,2.3713266000844246e-10,2.3734240450217525e-10,0.0,0.0
translation_BSU34860_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU34860_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU34870_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU34870_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU34880_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU34880_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU34890_s,1.64174366347843e-08,1.638924628312447e-08,1.639013476070598e-08,1.6387442127111725e-08,1.639013476070598e-08,1.6404971954991238e-08,1.639013476070598e-08,1.6389780562458308e-08,4.523819907429269e-08,1.6383528115950487e-08,8.849015156587661e-09,0.0,0.0
transcription_TU_BSU34890_s,4.5587133980222905e-10,4.555227389441356e-10,4.5553009427599583e-10,4.555023173501607e-10,4.5553009427599583e-10,4.561483510994475e-10,4.5553009427599583e-10,4.555301576494033e-10,1.257884166993868e-09,4.556066361571153e-10,2.4595355452040335e-10,0.0,0.0
translation_BSU34900_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU34900_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU34910_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU34910_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU34920_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU34920_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU35010_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU35020_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU35290_s,1.1559939561650926e-09,1.1529498113746706e-09,1.1530565309189708e-09,1.1528088462346138e-09,1.1530565309189708e-09,1.1518398402926935e-09,1.1530565309189708e-09,1.1529636005413527e-09,1.1518153342303873e-09,1.15114202731418e-09,1.152857200697258e-09,0.0,0.0
translation_BSU35300_s,2.611502566944164e-07,2.6107083736062646e-07,2.6107478737850816e-07,2.60937968610838e-07,2.6107478737850816e-07,2.6111688200492546e-07,2.6107478737850816e-07,2.610899395589671e-07,2.6113013385902256e-07,2.6136196962781876e-07,2.610865029573425e-07,0.0,0.0
translation_BSU35530_s,4.551773091502352e-10,4.540568063287555e-10,4.5410147230882657e-10,4.5398024118814693e-10,4.5410147230882657e-10,4.5357200280499984e-10,4.5410147230882657e-10,4.5407594862264615e-10,4.53559248314493e-10,4.534317132726459e-10,4.5403766443836014e-10,0.0,0.0
transcription_TU_BSU35530_s,1.2639140590940213e-11,1.262005564392987e-11,1.2620816699300784e-11,1.2618751009974259e-11,1.2620816699300784e-11,1.2611793653290958e-11,1.2620816699300784e-11,1.2620381808812427e-11,1.2611576254649152e-11,1.2609402330745948e-11,1.2619729481604776e-11,0.0,0.0
translation_BSU35540_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU35550_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU35570_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU35580_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU35590_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU35600_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU35609_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU35620_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU35660_s,1.2903476965132113e-08,1.2871712678873376e-08,1.2872978880929997e-08,1.2869542191662539e-08,1.2872978880929997e-08,1.2857969350777619e-08,1.2872978880929997e-08,1.287225532927205e-08,1.2857607783381467e-08,1.2853992389024941e-08,1.2871170039913087e-08,0.0,0.0
translation_BSU35670_s,4.99804243463462e-07,4.985738832198156e-07,4.986229283851373e-07,4.984898114055837e-07,4.986229283851373e-07,4.98041548119739e-07,4.986229283851373e-07,4.985949022810119e-07,4.980275431411287e-07,4.978875041852668e-07,4.985528646016746e-07,0.0,0.0
translation_BSU35680_s,2.6275120494205454e-10,2.6210439443422324e-10,2.6213017788134956e-10,2.620601971894418e-10,2.6213017788134956e-10,2.618245414901809e-10,2.6213017788134956e-10,2.621154443277131e-10,2.6181717895764307e-10,2.6174355932581167e-10,2.6209334477365106e-10,0.0,0.0
transcription_TU_BSU35680_s,7.295946772701414e-12,7.28492998271119e-12,7.28536930209666e-12,7.284176882464421e-12,7.28536930209666e-12,7.280160746741043e-12,7.28536930209666e-12,7.285118261463622e-12,7.280035253325755e-12,7.27878035525958e-12,7.284741705435057e-12,0.0,0.0
translation_BSU35690_s,2.6275120494205454e-10,2.6210439443422324e-10,2.6213017788134956e-10,2.620601971894418e-10,2.6213017788134956e-10,2.618245414901809e-10,2.6213017788134956e-10,2.621154443277131e-10,2.6181717895764307e-10,2.6174355932581167e-10,2.6209334477365106e-10,0.0,0.0
transcription_TU_BSU35690_s,7.295946772701414e-12,7.28492998271119e-12,7.28536930209666e-12,7.284176882464421e-12,7.28536930209666e-12,7.280160746741043e-12,7.28536930209666e-12,7.285118261463622e-12,7.280035253325755e-12,7.27878035525958e-12,7.284741705435057e-12,0.0,0.0
translation_BSU35700_s,4.551773091502352e-10,4.540568063287555e-10,4.5410147230882657e-10,4.5398024118814693e-10,4.5410147230882657e-10,4.5357200280499984e-10,4.5410147230882657e-10,4.5407594862264615e-10,4.53559248314493e-10,4.534317132726459e-10,4.5403766443836014e-10,0.0,0.0
transcription_TU_BSU35700_s,1.2639140590940213e-11,1.262005564392987e-11,1.2620816699300784e-11,1.2618751009974259e-11,1.2620816699300784e-11,1.2611793653290958e-11,1.2620816699300784e-11,1.2620381808812427e-11,1.2611576254649152e-11,1.2609402330745948e-11,1.2619729481604776e-11,0.0,0.0
translation_BSU35710_s,4.551773091502352e-10,4.540568063287555e-10,4.5410147230882657e-10,4.5398024118814693e-10,4.5410147230882657e-10,4.5357200280499984e-10,4.5410147230882657e-10,4.5407594862264615e-10,4.53559248314493e-10,4.534317132726459e-10,4.5403766443836014e-10,0.0,0.0
transcription_TU_BSU35710_s,1.2639140590940213e-11,1.262005564392987e-11,1.2620816699300784e-11,1.2618751009974259e-11,1.2620816699300784e-11,1.2611793653290958e-11,1.2620816699300784e-11,1.2620381808812427e-11,1.2611576254649152e-11,1.2609402330745948e-11,1.2619729481604776e-11,0.0,0.0
translation_BSU35720_s,4.551773091502352e-10,4.540568063287555e-10,4.5410147230882657e-10,4.5398024118814693e-10,4.5410147230882657e-10,4.5357200280499984e-10,4.5410147230882657e-10,4.5407594862264615e-10,4.53559248314493e-10,4.534317132726459e-10,4.5403766443836014e-10,0.0,0.0
translation_BSU35730_s,1.5358111882699138e-10,1.532030506027802e-10,1.5321812132589167e-10,1.531772168019263e-10,1.5321812132589167e-10,1.5303947331961408e-10,1.5321812132589167e-10,1.5320950939335158e-10,1.5303516983417504e-10,1.529921383077286e-10,1.5319659194835195e-10,0.0,0.0
translation_BSU35740_s,2.6629181513984252e-08,2.656362887675851e-08,2.6566241965036203e-08,2.6559149595858688e-08,2.6566241965036203e-08,2.653526647649561e-08,2.6566241965036203e-08,2.6564748755997567e-08,2.6534520302123565e-08,2.6527059135429906e-08,2.6562509021125084e-08,0.0,0.0
translation_BSU35750_s,4.551773091502352e-10,4.540568063287555e-10,4.5410147230882657e-10,4.5398024118814693e-10,4.5410147230882657e-10,4.5357200280499984e-10,4.5410147230882657e-10,4.5407594862264615e-10,4.53559248314493e-10,4.534317132726459e-10,4.5403766443836014e-10,0.0,0.0
translation_BSU35760_s,4.551773091502352e-10,4.540568063287555e-10,4.5410147230882657e-10,4.5398024118814693e-10,4.5410147230882657e-10,4.5357200280499984e-10,4.5410147230882657e-10,4.5407594862264615e-10,4.53559248314493e-10,4.534317132726459e-10,4.5403766443836014e-10,0.0,0.0
translation_BSU35780_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU35790_s,9.799221346659002e-07,8.891205964922645e-07,8.891464768616955e-07,8.890290964145082e-07,8.891464768616955e-07,1.0202689787242931e-06,8.891464768616955e-07,8.891203713954571e-07,1.0096264827964818e-06,8.553086858272549e-07,8.966006829751072e-07,0.0,0.0
translation_BSU35920_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU35930_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU35940_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU35950_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU35960_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU36000_s,2.1064414839440294e-09,2.1012657464508703e-09,2.10147206533567e-09,2.100912080283082e-09,2.10147206533567e-09,2.099026358839036e-09,2.10147206533567e-09,2.1013541676011772e-09,2.098967443562035e-09,2.0983783358529283e-09,2.1011773271439053e-09,0.0,0.0
translation_BSU36010_s,6.279895989169855e-08,6.264580830663742e-08,6.265134170661338e-08,6.263438908024668e-08,6.265134170661338e-08,6.257194575984403e-08,6.265134170661338e-08,6.264791516239913e-08,6.256998184133858e-08,5.1809484004878805e-09,6.264196646254131e-08,0.0,0.0
translation_BSU36030_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU36030_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU36120_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU36120_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU36130_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU36130_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU36370_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU36370_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU36470_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU36510_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU36590_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU36640_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU36650_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU36660_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU36710_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.031780832218693e-11,0.0,0.0,0.0
transcription_TU_BSU36710_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6773672651915809e-12,0.0,0.0,0.0
translation_BSU36760_s,5.142793386391177e-09,5.130133452813871e-09,5.130638108696949e-09,5.12926838618855e-09,5.130638108696949e-09,5.124655929427821e-09,5.130638108696949e-09,5.130349730867373e-09,5.1245118235857535e-09,5.123070876604085e-09,5.129917179319237e-09,0.0,0.0
translation_BSU36800_s,9.896020427456403e-06,9.867689493719435e-06,9.869345402011829e-06,9.866513631850683e-06,9.869345402011829e-06,9.880402272229747e-06,9.869345402011829e-06,9.868810735091604e-06,9.879992739729618e-06,9.860708657290226e-06,9.869208255772063e-06,0.0,0.0
translation_BSU36810_s,9.896020427456403e-06,9.867689493719435e-06,9.869345402011829e-06,9.866513631850683e-06,9.869345402011829e-06,9.880402272229747e-06,9.869345402011829e-06,9.868810735091604e-06,9.879992739729618e-06,9.860708657290226e-06,9.869208255772063e-06,0.0,0.0
translation_BSU36820_s,9.896020427456403e-06,9.867689493719435e-06,9.869345402011829e-06,9.866513631850683e-06,9.869345402011829e-06,9.880402272229747e-06,9.869345402011829e-06,9.868810735091604e-06,9.879992739729618e-06,9.860708657290226e-06,9.869208255772063e-06,0.0,0.0
translation_BSU36830_s,9.896020427456403e-06,9.867689493719435e-06,9.869345402011829e-06,9.866513631850683e-06,9.869345402011829e-06,9.880402272229747e-06,9.869345402011829e-06,9.868810735091604e-06,9.879992739729618e-06,9.860708657290226e-06,9.869208255772063e-06,0.0,0.0
translation_BSU36840_s,9.896020427456403e-06,9.867689493719435e-06,9.869345402011829e-06,9.866513631850683e-06,9.869345402011829e-06,9.880402272229747e-06,9.869345402011829e-06,9.868810735091604e-06,9.879992739729618e-06,9.860708657290226e-06,9.869208255772063e-06,0.0,0.0
translation_BSU36850_s,9.896020427456403e-06,9.867689493719435e-06,9.869345402011829e-06,9.866513631850683e-06,9.869345402011829e-06,9.880402272229747e-06,9.869345402011829e-06,9.868810735091604e-06,9.879992739729618e-06,9.860708657290226e-06,9.869208255772063e-06,0.0,0.0
translation_BSU36860_s,9.896020427456403e-06,9.867689493719435e-06,9.869345402011829e-06,9.866513631850683e-06,9.869345402011829e-06,9.880402272229747e-06,9.869345402011829e-06,9.868810735091604e-06,9.879992739729618e-06,9.860708657290226e-06,9.869208255772063e-06,0.0,0.0
translation_BSU36870_s,9.896020427456403e-06,9.867689493719435e-06,9.869345402011829e-06,9.866513631850683e-06,9.869345402011829e-06,9.880402272229747e-06,9.869345402011829e-06,9.868810735091604e-06,9.879992739729618e-06,9.860708657290226e-06,9.869208255772063e-06,0.0,0.0
translation_BSU36880_s,9.896020427456403e-06,9.867689493719435e-06,9.869345402011829e-06,9.866513631850683e-06,9.869345402011829e-06,9.880402272229747e-06,9.869345402011829e-06,9.868810735091604e-06,9.879992739729618e-06,9.860708657290226e-06,9.869208255772063e-06,0.0,0.0
translation_BSU36890_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU36900_s,3.7316243140504544e-08,8.009256362567106e-09,8.010035972818445e-09,8.007992295118995e-09,8.010035972818445e-09,7.93591783328484e-09,8.010035972818445e-09,8.009549633996823e-09,8.000671462164427e-09,7.997856253617044e-09,8.008863406506912e-09,0.0,0.0
translation_BSU36920_s,5.777081492141507e-08,5.7144509064547966e-08,5.717680218727978e-08,5.714057711573646e-08,5.717680218727978e-08,5.779220768489991e-08,5.717680218727978e-08,5.7170181436307634e-08,5.774021225303798e-08,3.719359389520632e-08,5.720270089798952e-08,0.0,0.0
translation_BSU37010_s,1.6172204274503638e-11,1.611279255153177e-11,1.6115361198145014e-11,1.611818910751266e-11,1.6115361198145014e-11,1.6045771977450605e-11,1.6115361198145014e-11,1.6114216870824404e-11,1.60484977255322e-11,1.5995068976144334e-11,1.610986090390878e-11,0.0,0.0
transcription_TU_BSU37010_s,4.4906184772798246e-13,4.4783898346014476e-13,4.478933280940589e-13,4.480182101033076e-13,4.478933280940589e-13,4.4616061823896757e-13,4.478933280940589e-13,4.4787126487691723e-13,4.462412652597331e-13,4.4480404463232277e-13,4.4776480569093834e-13,0.0,0.0
translation_BSU37060_s,2.4498891343793312e-11,2.443958613369681e-11,2.4442173326074713e-11,2.443647287375851e-11,2.4442173326074713e-11,0.0,2.4442173326074713e-11,2.4441141572155803e-11,2.4438917697269616e-11,2.4417224194495063e-11,2.4440691198012456e-11,0.0,0.0
transcription_TU_BSU37060_s,6.80273216154918e-13,6.792738983821236e-13,6.793199495973796e-13,6.792316906764966e-13,6.793199495973796e-13,0.0,6.793199495973796e-13,6.793060487336735e-13,6.795435773067927e-13,6.790142697480048e-13,6.793156943133493e-13,0.0,0.0
translation_BSU37070_s,3.306367217524935e-06,3.301487567692011e-06,3.3016788743830756e-06,3.301144902250289e-06,3.3016788743830756e-06,3.2994216859536607e-06,3.3016788743830756e-06,3.3015701035109772e-06,3.2993637476177966e-06,3.2987418270920412e-06,3.3014032787265324e-06,0.0,0.0
translation_BSU37080_s,3.6794759325805465e-12,3.670534018713379e-12,3.67129726475702e-12,3.670012009274754e-12,3.67129726475702e-12,3.656193625653724e-12,3.67129726475702e-12,3.671352078562401e-12,3.65631316806859e-12,3.666548623214932e-12,3.670008812188364e-12,0.0,0.0
transcription_TU_BSU37080_s,1.0216988562036791e-13,1.0201882873122511e-13,1.0203615855187363e-13,1.0201097657345047e-13,1.0203615855187363e-13,1.016622703298701e-13,1.0203615855187363e-13,1.0203990131294041e-13,1.0166670066002355e-13,1.0196240228031883e-13,1.0200589517658935e-13,0.0,0.0
translation_BSU37100_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU37100_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU37110_s,1.7885363533086766e-07,9.433841724306608e-08,9.433004229666598e-08,9.431738038751843e-08,9.433004229666598e-08,2.181260983628838e-07,9.433004229666598e-08,9.43267153453597e-08,2.081250708301548e-07,6.303635888094334e-08,1.0139070621058959e-07,0.0,0.0
translation_BSU37120_s,6.757740555709692e-11,6.741105132090627e-11,6.741768260719666e-11,6.739968416034174e-11,6.741768260719666e-11,6.733907549152779e-11,6.741768260719666e-11,6.741389326080866e-11,6.733718190992711e-11,6.731824755825275e-11,6.740820944090836e-11,0.0,0.0
translation_BSU37150_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU37160_s,4.763847951942748e-08,4.7497885212288327e-08,4.750692155413027e-08,4.7500825429175405e-08,4.750692155413027e-08,4.751969440297036e-08,4.750692155413027e-08,4.7500248312942286e-08,4.751547456815114e-08,4.738507132278209e-08,4.750851662500577e-08,0.0,0.0
translation_BSU37170_s,2.1040288468433446e-09,2.098849392129831e-09,2.099055857849129e-09,2.098495474521759e-09,2.099055857849129e-09,2.0966084179456443e-09,2.099055857849129e-09,2.09893787619468e-09,2.0965494611052794e-09,2.0959599382937613e-09,2.0987609099301136e-09,0.0,0.0
translation_BSU37190_s,3.714129048148922e-11,3.7049860350985575e-11,3.7053504979369086e-11,3.704361283365346e-11,3.7053504979369086e-11,3.7010301638061426e-11,3.7053504979369086e-11,3.705142231262905e-11,3.7009260904643184e-11,3.6998854375274104e-11,3.7048298422266265e-11,0.0,0.0
transcription_TU_BSU37190_s,1.031321163616157e-12,1.029763881329704e-12,1.029825981478449e-12,1.029657426575165e-12,1.029825981478449e-12,1.0290897242746257e-12,1.029825981478449e-12,1.0297904955400444e-12,1.0290719851080565e-12,1.0288945985434134e-12,1.0297372673280459e-12,0.0,0.0
translation_BSU37240_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU37240_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU37320_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU37330_s,9.048202337606411e-09,9.02283487066586e-09,9.023847879459391e-09,9.021825086460971e-09,9.023847879459391e-09,9.016302840262978e-09,9.023847879459391e-09,9.023189837300795e-09,9.0157609482705e-09,9.00911081181595e-09,9.022657274094117e-09,0.0,0.0
translation_BSU37490_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU37500_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU37660_s,1.3267928528817362e-08,3.799336288761293e-09,3.799710032919715e-09,3.798695627255698e-09,3.799710032919715e-09,3.795279678233599e-09,3.799710032919715e-09,3.799496462578347e-09,3.795172954585915e-09,4.759579094638568e-09,3.7991761183205e-09,0.0,0.0
translation_BSU37710_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU37760_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU37780_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU37790_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU38020_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU38040_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU38050_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU38060_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU38110_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU38140_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU38150_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU38160_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU38170_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU38190_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU38200_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU38240_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU38240_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU38260_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU38270_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU38280_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU38290_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
